time,open,high,low,close
1681027200,27904.5,27945.6,27790,27934.8
1681041600,27932.2,27973.4,27800,27888.3
1681056000,27888.4,28292.2,27874.3,28141.4
1681070400,28141.5,28529.9,28084.7,28318.9
1681084800,28318.9,28426.6,28247.7,28276.5
1681099200,28276.6,28314.4,28200,28286.8
1681113600,28286.9,28375.6,28277.2,28304.6
1681128000,28304.7,28575.1,28166.6,28439.6
1681142400,28439.7,29331.8,28376.2,29170.4
1681156800,29170.7,29843.3,29069.7,29635.9
1681171200,29635.9,30444,29590,30110.9
1681185600,30110.9,30171.2,29790.1,30100.1
1681200000,30100.2,30145.7,29981,30055.8
1681214400,30055.8,30278.4,29971.4,30195.3
1681228800,30194.7,30568.9,30030.5,30127.4
1681243200,30127.4,30271.6,29908,30199.1
1681257600,30199.1,30351.4,29826,29919.5
1681272000,29919.6,30067.1,29852.2,29985.6
1681286400,29985.6,30046.1,29893.7,30013.4
1681300800,30013.4,30484.3,29637.1,29961.8
1681315200,29963,30090.3,29755,29796.5
1681329600,29797.6,29980.1,29764.8,29887.4
1681344000,29891.6,30211.9,29857.2,30072.5
1681358400,30072.6,30133,29994.4,30070.3
1681372800,30070.3,30390,30040.8,30163
1681387200,30162.9,30595.3,30140.2,30436.7
1681401600,30436.2,30546.4,30263.5,30337.6
1681416000,30335.9,30397.2,30200.1,30380.6
1681430400,30380.6,30939.4,30313,30700.5
1681444800,30700.5,31043.4,30662.3,30736.6
1681459200,30735.1,30827.4,30653.4,30804.5
1681473600,30805.6,30856.7,30088.5,30240
1681488000,30238.1,30351.4,29970,30328
1681502400,30328,30520,30276.4,30467.6
1681516800,30467.7,30597.7,30279.9,30380.3
1681531200,30380.4,30469.1,30342.9,30431.9
1681545600,30432,30469,30360.8,30384.4
1681560000,30384.4,30450,30288.9,30327.8
1681574400,30327.9,30345.6,30205.4,30333.7
1681588800,30333.6,30360,30239.1,30294.1
1681603200,30293,30331.1,30118.8,30248.7
1681617600,30248.8,30392.1,30245.2,30347.3
1681632000,30347.3,30356,30214.5,30225.4
1681646400,30223.9,30361.9,30157.1,30330.5
1681660800,30331.3,30556.8,30260,30310.5
1681675200,30310.4,30409.8,30182.9,30308.5
1681689600,30301.6,30315.8,29733.6,29979.6
1681704000,29979.6,30007.7,29838.4,29843.9
1681718400,29843.9,29924.4,29255.2,29571.6
1681732800,29567,29595,29233.2,29355.9
1681747200,29354.8,29577.4,29330,29463.7
1681761600,29463.8,29535.4,29383,29427.8
1681776000,29427.8,29507.7,29097.6,29445.4
1681790400,29445.5,29801.3,29434.3,29770.9
1681804800,29770.9,30390,29691.2,30379.9
1681819200,30380,30492.4,30105.8,30185
1681833600,30185.1,30274,29949.3,30225.3
1681848000,30225.4,30460.7,30156.6,30380.2
1681862400,30380.8,30414.2,30127.2,30214.6
1681876800,30214.6,30339.9,29987,30077.6
1681891200,30077.6,30082.6,28936,29311.5
1681905600,29311.6,29501.5,29083.8,29258.3
1681920000,29264.3,29363.9,29076.1,29228.8
1681934400,29226.5,29316,28555,28804.3
1681948800,28803.6,29002.4,28551.1,28859.1
1681963200,28859.7,29088.8,28818.1,28868.3
1681977600,28868.4,28951.8,28588,28610.2
1681992000,28611.6,28955.1,28316.4,28510.1
1682006400,28510.1,28659.2,27999.5,28104.9
1682020800,28102.7,28365.6,28009.4,28245.5
1682035200,28246,28372,28089.8,28317.6
1682049600,28317.6,28344.9,27812.9,28156.6
1682064000,28156.6,28234.5,27917.7,28065.9
1682078400,28066,28304.4,27968.4,28041.3
1682092800,28041.3,28092,27188.3,27274.2
1682107200,27274.1,27407,27122.9,27260.4
1682121600,27260.7,27363.6,27142.8,27316.7
1682136000,27316.8,27394.5,27225.2,27276.6
1682150400,27277.8,27322,27184.3,27287.2
1682164800,27287.3,27560,27229.9,27486
1682179200,27488.2,27780.3,27479.8,27616.7
1682193600,27616.7,27883.9,27565.1,27811.4
1682208000,27811.4,27814.2,27426.4,27563.8
1682222400,27563.9,27752.6,27536.2,27720.8
1682236800,27720.9,27769.2,27484.5,27646
1682251200,27645.9,27730.8,27300,27472.3
1682265600,27472.8,27688,27337.3,27457.9
1682280000,27464,27653.8,27404.3,27588.2
1682294400,27588.2,27999.7,27430.1,27788.6
1682308800,27788.7,27794.4,27349.1,27454.8
1682323200,27454.8,27550,27155.4,27549.9
1682337600,27550,27717.1,27215.6,27260.7
1682352000,27259.2,27578.9,26902.6,27381.2
1682366400,27384.9,27562.9,27326.5,27508.1
1682380800,27508.2,27589.5,27322.1,27350.5
1682395200,27350,27458.8,27243.2,27265.5
1682409600,27265.4,27435.7,27161.6,27389.9
1682424000,27391.8,27469.8,27210,27339.3
1682438400,27339.3,27784.3,27313.1,27611.5
1682452800,27612.7,28387.9,27612.7,28296.5
1682467200,28298.6,28475.8,28252.7,28310.5
1682481600,28310.4,28588.1,28300.4,28375.7
1682496000,28375.6,29153.9,28367.6,28952.6
1682510400,28955.1,30040.1,28955.1,29818.6
1682524800,29817.3,29899.7,27685.3,27886.3
1682539200,27884.1,28744.7,27219.6,28412.8
1682553600,28412.9,29477,28379,28885
1682568000,28887.4,29277.1,28631.8,28888.1
1682582400,28888.1,29149.6,28780.2,28934
1682596800,28934.1,29581.3,28666,29148.1
1682611200,29148.1,29898.6,29015.1,29674.9
1682625600,29670.5,29779.1,29255,29473.3
1682640000,29474.5,29593.4,29331,29424.9
1682654400,29424.9,29568.4,29400.7,29487.5
1682668800,29486.9,29495.9,29130.3,29240.2
1682683200,29240.2,29470.4,28889.2,29148.3
1682697600,29148.2,29446.2,29105.8,29334
1682712000,29333.1,29433.4,29267.9,29310.1
1682726400,29310.2,29394.4,29191.3,29341.7
1682740800,29341.8,29445,29288.6,29345
1682755200,29344.9,29359.9,29240,29330.3
1682769600,29330.3,29395.7,29223.8,29273.9
1682784000,29271.1,29320,29031.5,29240.1
1682798400,29240.2,29268.2,29141.1,29228.9
1682812800,29229,29233.9,29091,29179.9
1682827200,29180,29297.8,29171.6,29266.7
1682841600,29266.8,29349.2,29166.6,29201.1
1682856000,29201.2,29966.4,29188,29661.9
1682870400,29661.8,29867.1,29192.8,29362.9
1682884800,29362.9,29490,29154,29239.8
1682899200,29235.8,29337.3,28365.3,28562.3
1682913600,28561.9,28710.5,28247.7,28627.7
1682928000,28628.1,28665,28485.6,28527.8
1682942400,28527.8,28629.8,28071.2,28170.1
1682956800,28170.2,28404.8,27805.2,27838.1
1682971200,27842,28157.5,27662.3,28073.1
1682985600,28073.1,28142.8,27915.8,28043.2
1683000000,28043.9,28162.4,27870.3,28058.9
1683014400,28060,28134.6,27937.8,28086.3
1683028800,28086.3,28769,27907.4,28534.9
1683043200,28535.2,28886.3,28431.5,28681.6
1683057600,28693.7,28829.7,28618.8,28666
1683072000,28666.5,28685.6,28302.2,28516.6
1683086400,28515.6,28681.7,28431.7,28651.3
1683100800,28653.3,28771.7,28530.9,28545.8
1683115200,28540.4,28579.1,28107.2,28306.8
1683129600,28306.4,28800.6,28200.6,28325.8
1683144000,28315.9,29284.2,28285.7,29033.8
1683158400,29033,29189.2,28955,29096.1
1683172800,29096.1,29238.9,29038,29056.1
1683187200,29057.3,29380,28980.6,29156.7
1683201600,29156.7,29235.5,28668.9,28866.2
1683216000,28866.2,28973.3,28673.5,28888.9
1683230400,28895.8,28918.9,28750.9,28842
1683244800,28844.1,29553.3,28820.9,29197.9
1683259200,29198.7,29272.4,29041.6,29063.9
1683273600,29063.9,29193.8,29021.4,29148.5
1683288000,29155.3,29442.7,28732,29357
1683302400,29357,29690.2,29314.1,29567.4
1683316800,29563,29650,29453.6,29507.8
1683331200,29507.9,29844,29340,29360.2
1683345600,29361,29412,29326.7,29372.7
